“海尔，这是阿包特·泰姆”这句台词出自哪款游戏？星际争霸2 
被成为“一生万物、万物归一者”的是 Yog-Sothoth 
野原葵

#58 滑头鬼之孙二代的名字是？
奴良鲤伴

#59 命运石之门中椎名まゆり去世的亲人是
奶奶

#60 《Fate/Zero》的音乐监督是谁？
梶浦由记

#61 以下哪部作品没有得过这本轻小说真厉害排行榜的第一？
龙与虎

#62 以下哪一个能力名不是出自于《魔法禁书目录》&《某科学的超电磁炮》？
死线之蓝

#63 钉宫四萌哪个出现的最早
夏娜

#64 以下哪个英文缩写表示回合策略类游戏？
RTS

#65 《化物语》中的男主角是谁？
阿良良木历

#66 《K》中夜刀神狗朗的武士刀的名字是？
理

#67 空之境界中与阴性人格式相反的阳性人格是?
织

#68 制作东方系列的被称为神主的是？
ZUN

#69 银河英雄传说中，杨威利不流血攻占伊谢尔伦要塞是第几次攻略战？
第七次

#70 洛克人ZERO中率领斩影军团的四天王是谁？
漆黑的幻影~潘恩托姆

#71 Angel Beats中音无结弦的妹妹叫什么
音无初音

#72 vocaloid歌爱ユキ的老师是？
冰山清辉

#73 那种巧克力棒在B站最流行？
一本满足

#74 2012年世萌钻石头环的获得者是谁
御坂美琴

#75 “我的XX可是突破天际的XX”中XX指的是什么
钻头
#76 注明台词“我很好奇！（私、気になります！）”出自哪部作品
冰菓（-_-|||）

#77 数码宝贝嘉儿的哥哥叫什么？
八神太一

#78 炎の妖精是谁
松冈修造

#79 国服英雄联盟里的时光守护者的名字是什么？
基兰

#80 《魔法禁书目录》中茵蒂克丝的配音是谁？
井口裕香

#81 在《鬼泣3》中但丁的双枪的正确名称是？
黑檀木&白象牙

#82 《游戏王系列》中第四代主人公的形象化身是哪种动物？
龙虾

#83 游戏《生化危机1》的第一女主角是谁？
吉尔·瓦伦蒂安

#84 TH07是？
东方妖妖梦

#85 AIDS的全称是什么?
获得性免疫缺陷综合征

#86 《犬夜叉》中犬夜叉所使用的兵器名叫什么？
铁碎牙

#87 宫永咲：“____真开心啊！”
打麻将

#88 PSYCHO-PASS中泽城美雪配音的人物是？
唐之杜志恩

#89 非洲哥为什么需要金坷垃？
非洲农业不发达

#90 不是niconico御三家的是?
黑塔利亚

#91 DOTA中大招是时间结界的英雄叫什么
虚空假面

#92 南家三姐妹中大姐叫什么名字
南春香

#93 以下哪位不是《刺客信条》系列的主人公
George Washington

#94 英雄传说：零之轨迹中银的真实姓名是？
莉夏·毛

#95 草帽海贼团的厨师是谁？
香吉士

#96 多啦A梦的胡须有多少根
6根 (为什么有点不放心呢-_-#)

#97 以下动画中哪一个不是肉番？
真实之泪

#98 《中二病也要恋爱！》小鸟游六花“姐姐的声优”是谁？
仙台惠理

#99 你为什么不问问______呢？
神奇海螺

#100 手机游戏《兄贵草泥马》中LV.11的草泥马有多少个头
6个 
#1 10-11赛季英超联赛中，曼联的最贵引援是
斯莫林

#2 普莉兹姆利巴姐妹一共为几人？
4人

#3 金坷垃好处都有啥（下一句话
谁说对了就给他

#4 被称为“炮姐”的是哪位人物
御坂美琴

#5 以下哪个角色的声优与其他三位不同？
丹生谷森夏

#6 机动战士高达独角兽可以写为？
机动战士高达UC

#7 《化物语》中吸血鬼忍野忍最爱吃的甜点是？
甜甜圈

#8 《lucky star》中最傲娇的是谁？
柊镜

#9 DMSO的中文名称是？
二甲基亚砜

#10 《使命召唤：现代战争》中，与麦克米兰一起执行任务的是谁？
普莱斯


#11 当天空出现了鱼鳞云(透光高积云)，下列哪种天气现象会发生？
降雨

#12 怪物猎人3G的封面怪是哪一只？
碎龙

#13 自古枪兵幸运_
E

#14 游戏王5ds中“蟹哥”是谁的外号？
不动游星

#15 以偶像组合AKB48为原型创作的动画是什么？
《AKB0048》

#16 《神探伽利略》中汤川教授是帝都大学的（）准教授？
物理学

#17 金坷垃三人组分别是来自哪三个地区或国家？
美日非

#18 观众们最喜欢和安蕾丝干什么？
聊天

#19 动漫《刀剑神域》中亚丝娜的角色歌歌名为？
My Independent Destiny


#20 以下哪个人最早在作品里将上海称为“魔都”？
虚渊玄

#21 小说《3年Z组银八先生》中银魂高校校长是本篇中的?
登势

#22 下列哪场战役发生在1942年？
勒热夫-瑟乔夫卡战役

#23 Q弟侦探因幡主角是？
因幡洋

#24 《虫之歌》中狮子堂戌子绰号是？
小狗

#25 《光晕》系列中士官长一类的改造人被称为____战士？
精英 
#26 日本剑圣宫本武藏的自创的武术是什么？
二天一流

#27 动漫《Highschool Of the Dead》，一般中文名叫做？
学校默示录

#28 哪位声优上过日本红白歌合战？
水树奈奈

#29 新番《我的后宫很多NEXT》中的“郭德纲”特指谁？
羽濑川小鹰

#30 渡边淳一所写的一本小说——遥远的落日 其中主人公是谁？
野口英世

#31 以下哪款游戏不是Roguelike类型游戏？
《Dungeons & Dragons》

#32 “对不起，这个时候我不知道该用什么表情来面对”的角色的配音是谁？
林原惠美

#33 井上喜久子今年多大？
49岁(生日1964年9月25日)

#34 请问在《少女与战车》中，西住美穗的三围分别是多少？
82，56，84 

#35 B52远程战略轰炸机有什么外号？
同温层堡垒

#36 《海贼王》原名是什么？
ONE PIECE

#37 《全职猎人》的蚂蚁篇中的“NGL”的代指什么？
国家名称缩写

#38 银魂中由银时神乐新八组成的组织名叫？
万事屋

#39 下面哪个不是空之轨迹的人物？
塞尔盖·罗

#40 《angel beats》中的天使立华奏最爱吃的食物是什么？
麻婆豆腐

#41 《妖精的尾巴》中哈比的声优是谁？
钉宫理惠

#42 魔神转生的游戏制作公司是？
阿托拉斯

#43 凉宫春日在剪短发前发型会变化，请问什么时候她的发型是漂亮的单马尾？
星期二

#44 《火影忍者》的原作者是谁？
岸本齐史

#45 以下哪句话出自“元首的愤怒”系列视频？
我到河北省来

#46 2ch上某gal讨论板块“叶键版”分别指的是那两个游戏厂商
Laef&Key

#47 最强的肥料是什么？
金坷垃

#48 最喜欢从人群中钻出来的关头是谁？
吴克

#49 fate zero中rider伊斯坎达尔的“王之军势”是？
固有结界

#50 日本哪个地方因亚洲表情新巨头而出名？
兵库北 
#51 红色警戒是一款（ ）类型的游戏。
RTS：即时战略游戏

#52 《神的记事本》中，爱丽丝的真名叫什么？
紫苑寺有子

#53 以下哪位声优没有参与《化物语》的配音？
阿澄佳奈

#54 日麻中，“绝张字牌等于安牌”的防守理论并不完全正确，因为绝张字牌可能会点下面哪个役
（我#￥&￥……@）

#55 Brain Burst 2039 出自哪部作品？
加速世界

#56 海贼王中的乌索普的口头禅是
我得了不能上岸的病

#57 柊司的“柊”字怎么读？
（读作zhōng，至于选什么。。。。）

#58 绝命时刻中美军是使用哪种直升机进行资源采集
支奴干

#59 《这个是僵尸吗》中相川步经常对谁进行幻想
优克莉伍德（因为她不说话，所以他就YY）

#60 生化危机4永远不会被僵尸袭击的npc
（你猜吧）

#61 《那朵花》的原名为什么
我们仍未知道那天所见那朵花的名字

#62 《phycho pass》中常守朱的声优是
花泽香菜

#63 请问洛天依的声源是谁？
山新

#64 失忆前的上条当麻怎么称呼御坂美琴？
放电妹（bilibili）

#65 《数码兽大冒险》中第八位被选召的孩子是？
八神光/八神嘉儿

#66 《在上古卷轴5天际》中主角学会的第一个著名龙吼FUS！RO！DAH！的名字是
不卸之力

#67 以下动漫少女哪个是金色双马尾？
三千院凪 

#68 《银魂》中万事屋的牌匾上写着什么
糖分

#69 以下哪一部作品的剧本不是虚渊玄？
尘骸魔京

#70 《家庭教师》的作者是？
天野明

#71 凉宫春日的忧郁中，阿虚最萌的发型是？
单马尾

#72 游戏《三国无双》是下列哪个公司的作品？
光荣公司

#73 在《fate/stay night》中，以下哪个英灵没有参加圣杯战争
兰斯洛特 

#74 《神的记事本》中爱丽丝最爱喝的饮料叫什么？
Dr. pepper

#75 以下哪个不是中日韩三人组的成员
葛炮（那三人是姚明，金馆长，和花泽香菜（兵库北）） 
#76 以下哪部galgame不是八月设的作品？
G弦上的魔王

#77 UC系高达作品中象征着量产机的胜利的是哪部作品？
机动战士高达第08MS小队 

#78 《日常》的ED演唱者为
佐咲纱花

#79 《Fate/ZERO》中Saber的Master是谁？
卫宫切嗣

#80 《fate zero》中，berserker的真名是？
兰斯洛特

#81 《兽的演奏者艾琳》中的里岚是雄性还是雌性？
雌性

#82 没脸月亮的男主CV是谁
石田彰

#83 以下作品中，不是CLAMP的作品是哪个？
犬夜叉

#84 东方project中，以下哪个不是三大总受之一
风见幽香

#85 东方设定里的古明地恋和古明地觉的关系是什么？
姐妹

#86 《黑塔利亚》中王耀的女性化角色叫什么？
王春燕

#87 “夏亚你算计我”这句话是哪位人物的名言
卡尔玛 扎比

#88 fate zero中rider伊斯坎达尔的“王之军势”是？
固有结界

#89 东方Project是由哪个团体制作的
上海爱丽丝幻乐团

#90 《那朵花》中面码的原名是什么?
本间芽衣子

#91 夏娜的标志性口头禅是什么
无路赛无路赛无路赛

#92 nds平台第一款游戏王是哪一年出的
2007？

#93 2012年日萌萌王是谁
园城寺怜

#94 香农采样定理的基本内容是由谁首先提出的？
Nyquist

#95 最有可能说出:stupid dog! 这句话的角色是?
露易丝·瓦利埃尔

#96 《K》中的伊佐那社的配音是谁？
浪川大辅

#97 以下哪部是虚渊玄的作品？
《fate zero》

#98 clannad中用什么来实现愿望？
光玉

#99 《幻灵镇魂曲》中Ein的故乡为
蒙古

#100 正义的伙伴是是谁？
卫宫切嗣 
#1 《黑塔利亚》中的亚瑟·柯克兰眉毛有几根？
6根 

#2 八云家年纪最大的是谁？ 
八云紫

#3 《某科学的超电磁炮S》中，御坂妹向御坂美琴进行确认的密码是？
ZXC741ASD852QWE963

#4 游戏星际争霸是哪个公司开发的？
暴雪 

#5 科学区中经常被人玩坏的球的材料是 
镍

#6 请区别出和其他选项类型不同的动画
《降世神通》（我只知道这个是美国的）

#7 【命运石之门】LabmanNO.001是谁？（真名） 
冈部伦太郎 

#8 伊卡牧师妹指的是谁？ 
乌贼娘 

#9 动漫《火影忍者》中，宇智波佐助所拥有的瞳术的名字是？
写轮眼 

#10 被网友称为“草丛伦”的英雄是？ 
德玛西亚之力 

#11 动画《碧阳学园学生会议事录》中，学生会的会计是？
椎名深夏

#12 SOS团团长是谁? 
凉宫春日

#13 《火影忍者》中暗恋鸣人的是谁？
日向雏田

#14 《学园默示录》中“守住男人的尊严，是女人的矜持”是谁的名台词？ 
毒岛冴子 

#15 洛天依色指的是什么 
66CCFF

#16 神谷娘娘在DT里失去了什么？ 
tama

#17 《EVA Q》中在nerv本部的那架钢琴旁边的树从正面看树冠是什么形状？ 
苹果的形状？

#18 《樱花庄的宠物女孩》中的神田空太养的第7只猫叫什么？ 
朝日（不知道，百科上它排最后）

#19 能用来召唤出奈亚子的神器是 
光辉之四边形体 

#20 《钢之炼金术师》中爱德华失去了身体的哪部分 
左腿和右臂 

#21 被称之为达尔文的斗犬的是历史上哪一位人物？ 
托马斯•赫胥黎 

#22 下面那一个游戏和其他三个不是一个公司制作的
鬼畜眼镜

#23 下列歌曲不属于魔法禁书目录的是
Only my railgun

#24 有一种杀了他就能__的感觉。 
升级 

#25 《无头骑士异闻录》中,黄巾贼的首领被称呼为？ 
将军 
26 《只有神知道的世界》中神大人的CV是谁？
下野紘

#27 AIR中，男主角变成了？
布偶

#28 1986年随FC一同发售了3款游戏，《大金刚》、《大金刚JR》、《大力水手》那么这3款游戏的制作来源正确的是 
由本社另行开发 

#29 《第五元素》里最后一种元素是
女人

#30 东方project系列中永夜抄里自机博丽灵梦使用的符卡是？ 
神灵「梦想封印 瞬」

#31 声优中被称为田村大魔王的是哪一位
田村由加莉

#32 试图用眼神震慑对手未果的运动员是
越前龙马

#33 以下哪个不是J.C. Staff制作的动画？
黑之契约者（这个是骨头社的）

#34 乱码1/2里咒泉乡是在
中国青海

#35 家庭教师REBORN中，彭哥列十代家族的云之守护者是谁? 
云雀恭弥 

#36 第一部机动战士高达的监督是谁？ 
富野由悠季

#37 《魔法禁书目录》中御坂美琴的“妹妹”之一“番外个体”的超能力等级为 
LV4

#38 动画那朵花中男主角宿海仁太的声优是？
入野自由 

#39 “神の颤抖”是谁的绝技？ 
元首 

#40 "写作OO，读作XX"出自哪部动漫
濑户的花嫁（写作人鱼读作仁义）

#41 ‘真女神转生3 狂热版’中，但丁和人修罗初次见面的地点是？ 
(别人猜的银座。。。)

#42 恶魔艾萨谢尔在召唤你中主角身边的另一只恶魔是？ 
（无力了。。现实形态：头戴皇冠的企鹅。恶魔形态：头戴皇冠的巨大苍蝇）

#43 下面哪个是【Oblivious Garden】的九公主 
菲茵·维奈特

#44 下列哪位角色的配音不是钉宫理惠？ 
柊镜 

#45 以下哪一位年龄倒数第二小？ 
六花（高中）美羽（10）荠（12）空（14）【啥叫“倒数第二小”】 

#46 国产动画片《大闹天宫》中，没有出场的人物是
唐三藏 

#47 那位不是平成四大歌姬 
平野绫 

#48 普朗克常量的物理符号是？
h 

#49 FATE/saty night中，卫宫士郎的固有结界是什么 
无限剑制 

#50 下面哪部作品是镰池和马写的？ 
《魔法禁书目录》 
#51 当一枚硬币加速到光速的8/9时,它 
会发射电磁炮

#52 动漫游戏Steins;Gate中人物椎名真由理的口癖是什么？ 
嘟嘟鲁 

#53 美少女战士的作者是哪位漫画家的夫人？
富坚义博 

#54 史上跳票时间最长的游戏是？ 
永远的毁灭公爵（15年）

#55《Fate/Zero》中幸运E指的是哪位英灵？ 
Lancer

#56 《星球大战·旧共和国》武士的主角叫什么 
（。）

#57 后黑补丁的原理是什么
提高码率 

#58 Lamento里的长毛白猫是 
Rai

#59 超电磁炮位于学院都市七人中第几位
第三位 

#60 二次函数的一般表达式。 
y=ax²+bx+c 

#61 以下哪个角色的声优不是平川大辅？ 
韦伯·维尔维特 

#62 下列词条中，与作品《寒蝉鸣泣之时》有关的是
柴刀 

#63《魔法禁书目录》中，结标淡希的能力名为什么？ 
坐标移动 

#64《使命召唤：现代战争2》第一关的名字是?
